property_type,neighborhood,address,room_num,floor,area,garden_area,days_to_enter,num_of_payments,monthly_arnona,building_tax,total_floors,description,has_parking,has_storage,elevator,ac,handicap,has_bars,has_safe_room,has_balcony,is_furnished,is_renovated,price,num_of_images,distance_from_center
דירה,פלורנטין,לוינסקי 2,3,3,70,0,0,12,300,600,10,"דירה יפהפיה עם מרפסת מחסן וחנייה בבניין חדש עם שומר. מול נווה צדק, 10 דק' מהים. ריהוט וציוד חשמלי חדש: מיטה זוגית, סלון מלא, פינת אוכל, ארונות, מזגן, מדיח, מקרר, תנור, כביסה ומייבש, תמי4 ועוד. לא לשותפים! פירוט ריהוט
                דירה יפהפיה עם מרפסת חנייה ומחסן בבניין  עם שומר. מול נווה צדק, 10 דק' מהים. ריהוט וציוד חשמלי חדש: מיטה זוגית, סלון מלא, פינת אוכל, ארונות, מזגן, מדיח, מקרר, תנור, כביסה ומייבש, תמי4 . לא לשותפים!",1,1,1,1,1,0,1,1,1,1,11000,10,3.963
דירה,עג'מי,שם הגדולים 3,4,3,118,0,0,12,450,380,4,"דירת 4 חדרים ברחוב שם הגדולים ביפו. דירה גדולה ומרווחת, המון אור ואויר. שתי מרפסות שמש גדולות, חדר אמבטיה ושרותים ועוד שרותים ומקלחת בחדר מאסטר ענק. הדירה בקומה 3, יש מעלית. דירה יחידה בקומה. יש ממ""ד. חניה בקומה -1 בבנין. מותר בע""ח. 300 מטר מהים ו7 דקות הליכה לרכבת הקלה. קרוב לציר תחבורה ראשי ויציאה נוחה לאיילון. דוד שמש וחשמל, בעל בית מושלם. הדירה מגיעה ריקה, נמכור חלק מהריהוט. כל הקודם זוכה!",1,0,1,1,1,0,1,1,0,1,8000,10,6.305
דופלקס,עג'מי,קדם 59,5,2,170,0,0,12,625,495,5,"דופלקס מפואר ומואר- חדש
4 חדרי שינה לכל חדר שרותים צמודים- master bedroom
100 מטר מחוף הים
על רחוב קדם ביפו
תאורה מעוצבת מעלית לשני נפלסי הדופלקס- ( נגישות)
ארונות קיר בכל החדרים
ארונות אמבט גדולים ומפוארים
מטבח+ מעוצבים ומפוארים - בנגרות עילית פירוט ריהוט
                דופלקס מפואר. סטנדרט גבוה של נגרות מטבח. ארונות אמבטיה בנגרות עילית. ארונות קיר ושידות בכל ארבעת חדרי השינה. כלים סניטריים מעוצבים. בכל חדרי האמבטיה חימום תת- רצפתי. צבעוניות קלאסית. מערכת מיזוג אויר",1,0,1,1,1,0,1,1,1,0,15000,7,6.652
דופלקס,עג'מי,הדגה 8,5,3,157,0,0,12,600,490,5,"השכרה, דופלקס, קומה 3, עגמי תל אביב יפו
דופלקס מפואר וחדש, מזגן בכל חדר, מערכת מיזוג איר, אויר טבעי ונעים מהים פירוט ריהוט
                דופלקס מפואר. סטנדרט גבוה של נגרות מטבח. ארונות אמבטיה בנגרות עילית. ארונות קיר ושידות בכל ארבעת חדרי השינה. כלים סניטריים מעוצבים. בכל חדרי האמבטיה חימום תת- רצפתי. צבעוניות קלאסית. מערכת מיזוג אויר",1,0,1,1,1,0,1,1,1,0,13000,5,5.148
כללי,פלורנטין,לוינסקי 9,4,3,82,0,0,2,,,8,"ממוקם קרוב לנווה צדק, פארק המסילה (הרכבת הקלה), שוק לוינסקי, יפו, חוף הים, מרחק הליכה להרבה מקומות מעניינים בעיר.
אפשרות לשכור את הרכב, הנמצא בחניה תת קרקעית פירוט ריהוט
                מסבלטת את דירתי המפנקת בפלורנטין על גבול נווה צדק מה08/07-28/08. שני חדרים עם מיטה זוגית (אחד מהם ממד), חדר עבודה, סלון עם מטבח פתוח מאובזר. דירה מפנקת עם שתי מרפסת, אחת עם צמחיה שופעת.",1,0,1,1,0,0,1,1,1,0,8900,6,4.099
כללי,עג'מי,נמל יפו 32,4,3,166,20,0,12,607,100,3,"דירת טריפלקס שלוש קומות ייחודית, 
בבניין של 8 דירות טריפלקס.
כ- 100 מטר מהים.
סיימה שיפוץ עכשיו ברמה גבוהה מאוד. כולל מעלית פרטית וחניה.
פרקט בבית.
חדרי אמבטיה, מקלחת ושרותים חדשים לחלוטין.
מרפסת לים וחצר אחורית עם דק עץ פירוט ריהוט
                ריהוט בסיסי, ניתן להוציא בהתאם לצורך.
כולל מטבח מאובזר (מקרר, תנור, כיריים, מכונת כלים)
מכונת כביסה ומייבש.",1,1,1,1,1,1,1,1,1,1,20000,7,5.145
דירה,פלורנטין,אוריאל אקוסטה 13,1.5,0,27,0,0,12,,80,0,"דירה מומלצת ליחיד סטודנט רחוב מאוד שקט וצמוד לכל החניות בהליכה רגל , רחוק משוק לונסקי 5 דקות ברגל . 
יש מיטה זוגית +טלוויזיה סמסונג חכם + תנור + והכל",0,0,0,1,0,0,1,0,0,1,3500,3,4.472
כללי,פלורנטין,הרצל 87,3,0,800,0,0,12,100,100,0,"בנסיבות משמחות מתפנה חדר בדירת שני שותפים בהרצל פינת פלורנטין. דירת 3 חדרים, משופצת עם חצר מאובזרת ושכנים שהם כבר ממזמן חברים. בדירה נשארת שותפה (מנקה ומבשלת הכי טעים שיש😉) כניסה מיידית, שכ""ד 3150 פרטים נוספים בפרטי. 
עדי-0545883616",0,0,0,1,0,0,0,0,0,1,3150,6,4.798
גג/פנטהאוז,עג'מי,השקמה 5,4,2,115,0,0,12,,,2,"יש מזגנים שלושה חדרי שינה וסלון גג ענק מרווחת מתאימה לשותפים וגם למשפחה המחר שמצויין כולל ארנונה ומים פירוט ריהוט
                לא מרוהטת",0,0,0,1,0,0,0,1,0,1,8800,9,5.212
דירה,פלורנטין,שמואל גנני,5,1,140,0,0,12,,,6,"Sh.Ganani Street,
Floor 2
Interior size (Sq.m)128
Exterior size (Sq.m)12
Bedrooms #4
Bathrooms #3
Balconies #1
Parking #1 (Robotic) 
Fully furnished פירוט ריהוט
                מרוהטת קומפלט
Fully furnished",1,0,1,1,1,0,1,1,1,1,22000,15,1.891
דירה,פלורנטין,הרב יצחק ידידיה פרנקל,3.5,2,80,0,0,12,250,,2,"להשכרה  תיווך דירת  3.5״חדרים  כ80 מ""ר   גם ל3 שותפים  , בפרנקל / הרצל /כפר גלעדי קומה  ב גבוהה    משופצת חלקית התמונות והסירטון מדברים  כניסה  מיידית , לשלוח ווטס אפ",0,0,0,1,0,0,0,1,0,0,7000,13,4.61
דירה,פלורנטין,פלורנטין 3,1,2,28,0,0,12,350,100,3,"שכונה: בפלורנטין
דירה של  סדין  של  28 מטר מסודרת מוארת מקסימה ואיוכתית ויפה.
מתוחזקת ויפה .
דירה מתוקה בפלורנטין
כדאי לבוא לראות!!",0,0,0,1,0,1,0,0,0,1,4100,4,4.094
גג/פנטהאוז,פלורנטין,המשביר 9,2,5,40,0,0,12,350,150,5,"שכונה: פלורנטין 
בבניין חדש !!
פנטהאוז גג
נוף מטורף !!
2 חדרים חזית וגם עורפית
חדשה
כ-40 מטר
2 מרפסת
דירה נגישה
כל הריהוט למכירה ואפשר לדבר על זה
קומה 5
מעלית
אנרגיות חיוביות
כניסה מידית.",0,0,1,1,0,0,1,1,0,1,6200,10,4.609
דירה,פלורנטין,לוינסקי 3,3,2,67,0,0,12,500,200,5,"רחוב: לוינסקי

שכונה: נווה שאנן.

דירה של 3 חדרים.כ - 67 מטר.פונה לעורף \ צד.

מעלית, מזגן בכל חדר, תנור וכיריים

דירה רייקה.

2 חדרי שינה

אפשרות לטווח ארוך - דמי שכירות בפיקוח משרד הכלכלה לשנים

מתאימה לשותפים

כניסה מיידית",0,0,1,1,0,0,1,1,0,1,6300,6,4.13
גג/פנטהאוז,פלורנטין,אוריאל אקוסטה 6,3,4,92,0,0,12,500,300,4,"שכונה: פלורנטיין
דירת גג 3 חדרים שמורה ויפה על כל הקומה 92 מר בקומה 4 גבוהה + גג עליון
מסודר עם מדרגות מהדירה
השקט והקסום בשכונת פלורנטין
מתאימה גם ל-2 שותפים
כניסה 1-9
צריך צ’קים + חודש פיקדון וערב",0,0,0,1,0,0,0,1,0,1,9300,8,4.438
דירה,פלורנטין,מסילת וולפסון 10,2,0,60,0,0,12,,,0,"השכרה!
-דירת 2 חדרים בפלורנטין
-מטבח גדול
-סלון פתוח.
-כניסה פרטית לדירה
-תקרה גבוהה
-כניסה מיידית
מחיר 5,500 ש""ח
לפרטים נוספים ותיאום הגעה לנכס- רומי 0505415417",0,0,0,0,0,0,0,0,0,0,5500,7,4.26
דירה,פלורנטין,מרכלת 5,2,1,50,0,0,12,,,5,"להשכרה- דירה בבניין חדש מקבלן, דירה מוארת וגדולה עם 2 מרפסות, חדר שינה, סלון מרווח ומטבח עשיר, 2 דק הליכה מנווה צדק המהממת וכמה דקות הליכה משדרות רוטשילד.",0,0,1,1,0,0,0,1,0,1,8500,7,4.074
דירת גן,פלורנטין,נחלת בנימין 109,2,0,35,50,0,12,,,0,"**להשכרה ברחוב נחלת בנימין המבוקש** בבניין בוטיק עם קודן,
דירת גן שקטה של כ 35 מ״ר ועוד 50 מ״ר גינה. שירותים ומקלחת חדשים, מטבח חדש, יש חיבור למכונת כביסה .
כניסה בתאריך 10.2.23.
השכירות היא 5100₪.
לפרטים נוספים:
שלומי - 0544632021 פירוט ריהוט
                **להשכרה ברחוב נחלת בנימין המבוקש** בבניין בוטיק עם קודן,
דירת גן שקטה של כ 35 מ״ר ועוד 50 מ״ר גינה. שירותים ומקלחת חדשים, מטבח חדש, יש חיבור למכונת כביסה .
כניסה בתאריך 10.2.23.
השכירות היא 5100₪.
לפרטים נוספים:
שלומי - 0544632021",0,0,0,1,0,0,0,1,0,1,5000,9,3.257
דירה,עג'מי,קדם 7,1,0,45,0,0,12,300,200,0,"יפו.

קומה מינוס 1

דירת סטודיו.

מרוהטת באופן מלא (הכל כולל הכל!) הכל ח-ד-ש

חניה (תוספת של 500 שח בחודש)

45 מ''ר

חשמל חכם

לתקופה של כמה חודשים / שנה - 6,400 כולל ה-כ-ל",0,0,0,1,0,1,0,0,0,1,6400,6,5.501
דירה,פלורנטין,פלורנטין 24,3,2,60,7,0,12,210,300,2,"מודעה מתיווך
בפלורנטין פינת וושינגטון
דירה מההמת שלושה חדרים
כניסה תחילת פבואר
לעוד פרטים וסרטון מהנכס
052-3858887",0,0,0,0,0,0,0,0,0,0,7600,1,5.454
דירה,פלורנטין,דרך שלמה 83,3,2,60,5,0,12,210,100,2,"מודעה מתיווך
בתהליך שיפוץ כניסה עד סוף שבוע 
סלמה 83 פינת הרצל צמוד ל AMPM

דירת שלושה חדרים - 2 חדרי שינה אחד עם יציאה למרפסת אחד עם חדרון נוסף - 7000 ש""ח 

לעוד פרטים וביקור בנכס
052-3858887",0,0,0,0,0,0,0,1,0,0,7000,3,4.435
דירת גן,פלורנטין,הרצל 110,2,0,60,40,0,12,210,250,0,"מודעה מתיווך
דירת לופט ענקית מחולקת ל2 חדרים כ- 70 מטר חדר שינה כמעט 30 מטר + חצר ענקית  35 מטר 
כניסה מיידית
7500 ₪ 
לעוד פרטים – 052-3858887",0,0,0,0,0,0,0,1,0,0,7500,3,4.837
דירת גן,פלורנטין,שטרן 11,2,0,35,0,0,12,,,0,"מודעה מתיווך
ברחוב שטרן שכונת פלורנטין
להשכרה דירה בקומת קרקע
2 חדרים
4200 ש""ח כולל חשמל מים ארנונה 
כניסה מיידית
לעוד פרטים וביקור בנכס
052-3858887",0,0,0,0,0,0,0,0,0,0,4200,2,4.714
דירה,פלורנטין,דרך שלמה 83,2,1,50,0,0,12,150,50,3,"מודעה מתיווך


סלמה 83 פינת הרצל צמוד ל AMPM

דירת 2 חדרים פונה לרחוב סלמה 6000 ש""ח

עם מרפסת אחרי שיפוץ 
 
לעוד פרטים וסיור בנכס 
052-3858887",0,0,0,0,0,0,0,1,0,0,6000,1,4.435
דירה,פלורנטין,ויטל 8,1,2,45,0,0,12,500,150,4,"רחוב:ויטל
שכונה: פלורנטיין 
דירה  סטודיו,כ -45 מטר, עם יציאה למרפסת שמש 
דירה שמורה
יש 2 מזגנים חדשים בדירה
בעל הדירה דורש 3 חודשיים ערבות בנקאית
 כניסה מיידת",0,0,0,1,0,0,0,1,0,1,4500,8,4.143
דירה,פלורנטין,אברבנאל 35,2,0,42,0,0,12,200,200,0,"רחוב: אברבנאל

שכונה:פלורנטין

דירה חדשה של  2  חדרים,כ - 42 מטר משופצת חדשה מקסימה איוכתית ויפה.

סלון עם מטבח פתוח 

חדר שינה עם מזגן וארון.

מקלחת ושרותים ביחיד.

דירה במיקום טוב ושקט.

המחיר כולל ארנונה,ומים.

כניסה מידית.",0,0,0,1,0,1,0,0,0,1,4800,6,4.111
דירה,פלורנטין,הרצל 40,2,2,50,6,0,12,180,300,8,"להשכרה מתיווך
בבניין לשימור כניסה מיידית אתם הראשונים שתגורו בדירה
דירת 2 חדרים מהממת עם מרפסת חזיתית לכיון רוטשילד.
לעוד פרטים 
שפירא נכסים",0,0,0,0,0,0,0,1,0,0,7500,3,4.34
דירה,פלורנטין,הרצל 114,3,2,65,5,0,12,175,200,8,"דירת שלושה חדרים בבניין בן שנה 
כניסה מיידית
מרוהטת קומפלט רק להביא את הבגדים ולהכנס
מודעה מתיווך
יש אפשרות לתוספת חניה בתוספת תשלום 
שפירא נכסים",0,0,0,0,0,0,0,1,0,0,8000,5,4.861
דירה,פלורנטין,פלורנטין 5,2,3,50,0,0,12,120,450,5,"תל אביב \ שכונת: פלורנטיין
בניין חדש 
דירה של  2  חדרים , כ - 50  מטר, סלון עם מטבח פתוח,פלוס פינת עבודה.
חדר שינה עם מזגן.
נוף פנורמי,צפון מערבית.
בניין עם מעלית,וקודן.
כניסה מידית.",0,0,1,1,0,0,1,0,0,1,6500,3,4.126
דירה,פלורנטין,הרצל 66,2,4,50,0,0,12,500,250,7,"תל אביב \ שכונת: פלורנטיין
בניין חדש
דירה של 2 חדרים , כ - 50 מטר, סלון עם מטבח פתוח,פלוס פינת עבודה.
חדר שינה עם מזגן.
נוף פנורמי,צפון מערבית.
בניין עם מעלית,וקודן.
כניסה מידית.",0,0,1,1,0,1,1,0,0,1,6500,4,4.505
דירה,פלורנטין,הרצל 77,2,5,50,0,0,12,500,250,7,"רחוב: הרצל 
תל אביב \ שכונת: פלורנטיין
בניין חדש 
דירה של  2  חדרים , כ - 50  מטר, סלון עם מטבח פתוח,פלוס פינת עבודה.
חדר שינה עם מזגן.
נוף פנורמי,צפון מערבית.
בניין עם מעלית,וקודן.
כניסה מידית.",0,0,1,1,0,0,1,0,0,1,7000,7,4.705
דירה,פלורנטין,הרצל 77,2,5,50,0,0,12,500,300,7,"להשכרה !!!  מחיר:  6200 ש""ח 
רחוב: הרצל 
תל אביב \ שכונת: פלורנטיין
בניין חדש 
דירה של  2  חדרים , כ - 50  מטר, סלון עם מטבח פתוח,פלוס פינת עבודה.
חדר שינה עם מזגן.
נוף פנורמי,צפון מערבית.
בניין עם מעלית,וקודן.
כניסה מידית.",0,0,1,1,0,0,1,0,0,1,6200,5,4.705
דירה,פלורנטין,פלורנטין 7,2,0,48,0,0,12,175,250,0,,0,0,1,0,0,0,1,1,0,0,6600,1,2.592
דירה,פלורנטין,פלורנטין 44,2,0,36,0,0,12,350,150,0,"רחוב: נחלת בנימין 

שכונת: פלורנטיין 

דירה של  2  חדרים,כ -36  מטר,משופצת מקסימה איכותית ויפה.

סלון עם מטבח פתוח,פינת אוכל.

חדר שינה עם מזגן וארון.

מרוהטת חלקית.

בניין מסודר.ויפה.

כניסה מידית.",0,0,0,1,0,1,0,0,0,1,4500,5,3.417
גג/פנטהאוז,עג'מי,יהודה הימית 56,3,4,85,0,0,12,450,120,4,"רחוב: יהודה הימית
יפו תל אביב 
פנטהוז של  3  חדרים כ - 85  מטר עם יציאה לגג פרטי של  60  מטר 
נוף פתוח.
סלון עם מטבח פתוח.
חדרי שינה עם מזגנים.
3  כוון אויר.
שרותים ומקלחת ביחיד.
עברה שיפוץ כללי
מתאימה לשותפים \ זוג.
בניין ללא מעלית,וללא חניה.
כניסה מידית",0,0,0,1,0,0,0,1,0,1,9000,15,4.569
דירה,פלורנטין,אברבנאל 35,2,1,40,0,0,12,230,120,2,"רחוב: אברבנאל 
דירה חדשה
דירה של 2 חדרים,כ - 40 מטר בניין בוטיק חדש.
סלון עם מטבח. 
חדר שינה עם מזגן מקלחת ושרותים ביחיד. 
בנין עם קודן ואינטרקום.
 מיקום מנצח בשכונה.",0,0,0,1,0,0,0,0,0,1,5000,4,4.111
דירה,פלורנטין,אוריאל אקוסטה 4,3,2,85,0,0,12,850,200,4,"רחוב: נתן אקסלרוד

רמת אביב החדשה

דירה של  3  חדרים,כ - 85  מטר, בניין בן 14 שנה בערך.

סלון עם מטבח פתוח,פלוס פינת אוכל.

סלון ו - 2 חדרי שינה.

חדרי שינה עם מזגנים.

חדר אחד ממ""ד.

יציאה למרפסת שמש של 7  מטר.

כיוון אויר:דרום,מזרח.

שכונה איוכתית מרחק הליכה לים,ולטיילת שאפשר לרדת דרכה לים.

הדירה נמצאת מעל בית ספר וגן ילדים.

קומה 2.

כניסה: 22.11.21",1,0,1,1,0,0,1,1,0,1,8200,5,4.423
כללי,פלורנטין,מסילת וולפסון,2,2,40,0,0,12,,,3,"דירת 2 חדרים לוקסוס במיקום מדהים של השכונה בבניין מסודר ונקי עם שכנים מעולים ... בעל בית שדואג להכל מיקום מושלם אפשר לראות בכל יום פירוט ריהוט
                משרדנו עוד מספר נכסים באזור- נוה צדק כרם התימנים נחלת בנימין פלורנטין גן החשמל לוינסקי אלנבי רוטשילד הרצל החלוצים רענן וולפסון זבולון מטלון אוריאל אקוסטא שטרן הקישון לב העיר לילינבלום יהודה לוי וכד'",0,0,0,1,0,0,0,0,1,1,6500,4,4.315
כללי,פלורנטין,הקישון,1.5,0,38,0,0,12,,50,0,"בסמוך לרחוב פלורנטין, דירת חדר + גלריה, מוארת מאוד עם חלון ענקי בחזית, עורפית ושקטה, שמורה במצב טוב, ממוזגת.הגודל כולל את הגלריה.מתאימה לזוג וליחידים.המפתחות במשרד.",0,0,0,1,0,0,0,0,0,1,3950,4,4.56
כללי,עג'מי,קדם,1,0,60,0,0,,,,0,דירה יפה ואינטימית קו ראשון לים ברחוב קדם ואין עוד מה להוסיף כל הקודם זוכה זול!,1,0,0,1,1,1,0,1,0,1,,0,6.285
כללי,פלורנטין,אוריאל אקוסטה,2,0,55,20,0,12,110,60,0,דירה קומפקטית ויפה ברחוב השקט בשכונה עם חצר יפהפיה מתאימה לזוגיחיד. שופצה לא מזמן...ממוזגת. כניסה   מיידית  לאוהבי שקט ורציניים בלבד.,1,0,0,1,0,1,0,1,0,1,4000,0,4.448
דירה,הקריה,"איתמר בן אב""י 3",4,2,100,0,0,12,1200,300,6,"רח' איתמר בן אב""י, שכונת גני שרונה – מרכז תל אביב
https://maps.app.goo.gl/pD7xsvQaMMobAYSY7
בניין חדש לחלוטין.
5 דקות הליכה משד' רוטשילד
דירת 4 חדרים - 3 חדרי שינה וסלון
קומה2 עם מעלית.
חניה תת קרקעית רגילה בטאבו.
מחסן
כיווני אויר – מערב ודרום
יש גם דירת 3 חדרים להשכרה באותו בניין
כניסה 1.11.24",1,1,1,1,1,0,1,1,0,1,14500,8,1430
דירה,שבזי,כל ישראל חברים 10,3,2,90,0,,12,375,1000,3,"בניין קטן ובוטיקי בלב נווה צדק, שכנים נפלאים, מלאת קסם ועיצוב. נכס יחודי ברחוב שקט. קרוב לים ליפו, למטרו ולפארק המסילה.  מתאימה לזוג או לזוג עם ילד אחד. ללא בע""ח בבקשה.  לשכירות לשנה + אופציה. 

Unique two bedrooms property in historic Neve zedek, next to the sea, the meteo, old jafa and local parks. Quite street right next to Suzan dalai dance center. Suitable for a couple or a couple +1. No pets",1,0,1,1,1,0,1,1,1,0,19900,10,3239
דירה,הקריה,אלוף קלמן מגן 7,3.5,6,116,16,0,12,750,1900,28,"במתחם שרונה תל אביב, בניין C, פונה לפארק. דירה לכיוון מערב. מושקעת מאוד , מעוצבת אדריכלית עם חימום רצפתי, תאורה חכמה, עבודות נגרות מיוחדות, מוצרי חשמל של TEKA וסימנס. הרמה הכי גבוה שיש",1,0,1,1,1,0,1,1,1,1,13000,6,1793
דירה,הקריה,גרציאני יצחק 6,4,15,92,12,,12,,,48,"להשכרה מפרטי 
דירת 4 חדרים מקסימה במגדל 2 ב-TLV
קומה 15 . כיוון דרום מזרח. 
3 חדרי שינה פלוס סלון
2 חדרי שירותים 
מקלחת אחת (אמבטיה)
שטח הדירה כ-80 מר + מרפסת כ-12 מ""ר. כולל כניסה לחדר כושר מפואר במגדל.
דמי ניהול(ועד) כ-1,500 שח בחודש.
שכר דירה 10,500 שח בחודש (כולל חניה)
כניסה ב-1 באוגוסט 2024",1,0,1,1,1,0,1,1,0,0,10500,6,2101
דירה,שבזי,אחד העם 3,4,20,315,0,0,12,,,20,"להשכרה: דירה מפוארת ויוקרתית 
4 חדרים
קומה 33
315 מ""ר
דירה יוקרתית נוף מדהים מכל הדירה.
מיקום אטרקטיבי בלב תל אביב.",0,0,1,1,0,0,1,1,1,0,45000,20,3182
דירה,שבזי,שמעון רוקח 38,1,0,18,0,0,12,,,4,יחידת דיור בנווה צדק,0,0,0,1,1,0,0,0,1,1,3200,1,2974
יחידת דיור,רמת החייל,הגולן 128,1.5,1,25,0,0,12,,,1,חדר וחצי משופצים.שקט ומואר מאוד מקלחת מדוגמת,0,0,0,1,0,0,1,0,0,1,4000,2,10375
יחידת דיור,רמת החייל,הגולן 46,1.5,2,55,0,0,12,,,2,יחידת דיור עם כניסה נפרדת חמודה שקטה נקיה ומסודרת באזור נגיש ברמת החייל,0,0,0,1,0,0,0,0,1,1,4300,6,9576
דירה,שבזי,אחד העם 6,3,2,70,0,0,12,1000,300,5,"להשכרה !!  מחיר: 9350 ש""ח 
רחוב: באחד העם
‏מיקום נדיר ! בבניין מדהים לשימור ‏מוצעת.
דירת 3 חדרים 70 מטר ‏חדשה מהניילונים ! !
סלון גדול פתוח למטבח מפנק.
מרפסת שמש עם נוף לחזית.
‏הכל ברמה הכי גבוהה תיקרות גבוהות.
‏הדירה המושלמת לזוגות או לזוג עם ילד.
לא מיועדת לשותפים.
כניסה מידית.6",0,0,0,1,0,0,0,1,0,1,9350,11,3187
דירה,הקריה,קפלן 3,4,0,100,0,0,12,1600,1300,0,"בשרונה מרקת
בקפלן תל אביב 
בבניין יפה ויוקרתי עם לובי מפואר. 
דירת 4 חדרים, 100 מ""ר
עם מרפסות עם הנוף מדהים, פנורמי.
קומה גבוהה 12,
שלושה כיווני אוור: מזרח, צפון, דרום.
יש אפשרות לשתי חניות ומחסן 
ועד הבית והחזקה 1300 ש""ח
כניסה מיידית.
הסכם שכירות רגיל לשנה פלוס אופציה לשנה נוספת.
 
תנור גריל במרפסת, שואב אבק, שולחן סלון, שידה, ארונות קיר",1,1,1,1,1,0,1,1,0,1,12500,12,1068
דירה,הקריה,דרך מנחם בגין 160,2,20,60,0,0,12,250,700,20,"2 חדרים בקומה 35 פונה לים, מקלחת מרווחת כולל מקלחון, חניה תת קרקעית צמודה, קרובה לרכבת השלום, מקום אסטרטגי",1,0,1,1,1,0,0,1,1,1,8000,6,3542
מרתף/פרטר,רמת החייל,רמות צהלה 1,2,0,50,0,,12,,,0,"המחיר כולל ארנונה, YES, חשמל ומים.",0,0,0,1,0,0,1,0,1,1,4500,2,9996
דירה,הקריה,דרך מנחם בגין,3,0,15,0,0,12,525,1400,46,"לאנשים שרוצים לקום כל בוקר בדירה הכי שווה בפרוייקט ""מגדלי הצעירים"",
דירת 4 חדרים שהפכה ל3. 
דירה מושקעת ומעוצבת ברמה גבוהה, 
עם נוף פנורמי עוצר נשימה, קומה גבוהה המשקיפה לת""א והים 
ניתן להשכיר את הדירה עם ריהוט וגם ללא ריהוט המחיר ישתנה בהתאם כמובן. 

ריהוט גמיש כגון מוצרי חשמל ברמה גבוהה, ריהוט מהמקומות עיצוב המובילים בארץ וכו?",1,1,1,1,0,0,1,1,1,1,16000,9,1993
דירה,שבזי,אילת,3,20,85,0,,12,,,30,"במגדל נווה צדק קומה גבוהה עם נוף מלא לים 
דירה משופצת ברמה גבוהה 
חדר מאסטר חניה בריכה שומר 24/7 חדר כושר
משרד תיווך עמליה נכסים",1,0,1,1,1,0,1,1,1,1,16000,8,3658
דירה,הקריה,גרציאני יצחק,4,0,113,0,,12,600,1700,48,"לשכירות - דירת 4 חדרים מדהימה עם נוף פנורמי!

דירה מבוקשת ביותר בדגם של 5 חדרים שהפכה ל-4 חדרים גדולים ומרווחים.
הדירה ממוקמת בקומה גבוהה עם נוף מרהיב לכיוון דרום-מערב. 
כוללת שתי חניות, מחסן צמוד ומעט מוצרי חשמל שנשארים בדירה. 

כניסה נוחה לדירה החל מ-1.7",1,1,1,1,1,0,1,1,0,0,11700,4,1996
דירה,הקריה,גרציאני יצחק,5,0,176,0,,12,,,50,"בגינדי תל אביב! מציאת המציאות! נוף מרהיב לים! ברשותינו דירות מ-ו-ש-ל-מ-ו-ת ומאובזרות במטבח יוקרתי וחדר ארונות! אצלנו תמצאו את המבחר הגדול ביותר של דירות מעוצבות בגינדי ת""א והסביבה 2 עד 6 חד' לקניה/להשכרה בהתאמה אישית בבניינים/במגדלים במיקומים ובמחירים הכי שווים + נוף פנורמי לים בשכונות גני שרונה, לב ת""א והסביבה. לתיאום סיור מקיף בנכסים שנותרו התקשרו! ובנוסף תהנו מחדר כושר, בריכה, לאונ'ג עסקים ועוד",1,1,1,1,1,1,1,1,1,1,15900,16,1996
דירת גן,שבזי,שבזי,3.5,0,176,64,,12,1000,750,3,"בלב נווה צדק, במיקום פסטורלי, במרחק הליכה מסוזן דלל, בתי קפה, חנויות בוטיק, מתחם התחנה וחוף הים. דירת גן מוארת, מרווחת ושקטה,    
112 מ""ר בנוי + 64 מ""ר גינות (אחת מהסלון והשניה מחדרי השינה)
חניה פרטית תת קרקעית
דירה מרוהטת לחלוטין 
3.5 חדרים 
2 חדרי רחצה 

כניסה ב 1.7",1,0,1,1,1,0,1,1,1,0,17500,10,2766
דירה,הקריה,הקריה,3,9,72,0,,12,515,1450,28,"להשכרה במגדל יוקרה דה וינצ'י 

דירת 3 חדרים מקסימה
עם מרפסת עם נוף מדהים 
קומה גבוהה
מגיעה מרוהטת קומפלט
ניתן לרכוש את הריהוט בשלמותו ב25,000",1,0,1,1,1,0,1,1,1,1,10200,8,1308
דירה,הקריה,אלוף קלמן מגן,4,16,112,0,,1,,,30,"במגדלי שרונה המבוקשים דירת 4 חדרים כ100 מטר הפונה לפארק הטמפלרים. דירה שקטה ונעימה. 12 מטר מרפסת, 2 חדרי רחצה פלוס שירותי אורחים. חניה פרטית מקורה כפולה . מתאימה מאד לזוגות ומשפחות",1,0,1,1,1,0,1,1,1,1,13500,11,1793
דירה,הקריה,ליאונרדו דה וינצ'י 12,3,20,76,0,,12,,,36,"במגדלי דה וינצ'י היוקרתיים! דירת 3חד' מרווחת - 67 מ""ר בנוי פלוס 9 מ""ר מרפסת שמש - קומה גבוהה עם נוף פתוח! מטבח מאובזר קומפלט -חניה תת קרקעית רגילה ומחסן!. לובי מפואר עם שומר 24/7, חדר כושר ובריכה. צרו קשר לפרטים נוספים ותיאום פגישה",1,1,1,1,1,1,1,1,1,1,10500,8,1339
דירה,הקריה,דרך מנחם בגין,3,0,80,0,0,12,395,1250,48,"תיווך השכרה, דירה, קומה 31, תל אביב יפו",1,0,1,1,0,0,1,1,0,0,8700,12,1993
